template_name,template_string,ar,bg,de,el,es,fr,hi,ru,sw,th,tr,ur,vi,zh
samsum - None - To sum up this dialog,"{e1}
To sum up this dialog:
|||{e2}","{e1}
لتلخيص هذا الحوار:
||| {e2}","{E1}
За да обобщим този диалог:
||| {E2}","{E1}
So fassen Sie dieses Dialogfeld zusammen:
||| {E2}","{e1}
Για να συνοψίσουμε αυτό το παράθυρο διαλόγου:
||| {e2}","{e1}
Para resumir este diálogo:
||| {e2}","{e1}
Pour résumer cette boîte de dialogue:
||| {e2}","{e1}
इस संवाद को समेटने के लिए:
||| {e2}","{E1}
Подводя итоги этого диалога:
||| {E2}","{e1}
Kwa jumla ya mazungumzo haya:
||| {e2}","{e1}
เพื่อสรุปการโต้ตอบนี้:
||| {e2}","{e1}
Bu iletişim kutusunu toplamak için:
||| {e2}","{E1}
اس ڈائیلاگ کو پورا کرنے کے لئے:
|| {e2}","{e1}
Để tổng hợp hộp thoại này:
||| {e2}","{e1}
总结此对话框：
||| {e2}"
samsum - None - Write a dialogue that match this summary,"Write a dialogue that matches this summary: {e1} |||
{e2}","اكتب حوار يطابق هذا الملخص: {e1} |||
{e2}","Напишете диалог, който съответства на това резюме: {E1} |||
{E2}","Schreiben Sie einen Dialog, der mit dieser Zusammenfassung entspricht: {E1} |||
{E2}","Γράψτε ένα διάλογο που ταιριάζει με αυτή τη σύνοψη: {E1} |||
{e2}","Escriba un diálogo que coincida con este resumen: {E1} |||
{E2}","Écrivez un dialogue qui correspond à ce résumé: {E1} |||
{e2}","एक संवाद लिखें जो इस सारांश से मेल खाता है: {e1} |||
{e2}","Напишите диалог, который соответствует этой резюме: {E1} |||
{e2}","Andika mazungumzo ambayo yanafanana na muhtasari huu: {e1} ||
{e2}","เขียนบทสนทนาที่ตรงกับสรุปนี้: {e1} |||
{e2}","Bu özetle eşleşen bir diyalog yazın: {E1} |||
{e2}","ایک بات چیت لکھیں جو اس خلاصہ سے ملتا ہے: {E1} |||
{e2}","Viết một cuộc đối thoại phù hợp với tóm tắt này: {E1} |||
{e2}","写一个与此摘要汇总的对话：{e1} ||||
{E2}"
xsum - None - DOC_boils_down_to_simple_idea_that,"{e1}
This boils down to the simple idea that ||| {e2}","{e1}
هذا يتلخص إلى فكرة بسيطة أن ||| {e2}","{E1}
Това се свежда до простата идея, че ||| {E2}","{E1}
Dies läuft auf die einfache Idee, dass ||| {E2}","{e1}
Αυτό βράζει στην απλή ιδέα ότι ||| {e2}","{e1}
Esto se reduce a la idea simple de que ||| {E2}","{e1}
Cela se résume à l'idée simple que ||| {e2}","{e1}
यह उस सरल विचार को उबालता है ||| {e2}","{E1}
Это сводится к простой идее, что ||| {e2}","{e1}
Hii hupuka kwa wazo rahisi kwamba || {e2}","{e1}
สิ่งนี้เดือดลงไปที่ความคิดง่ายๆว่า ||| {e2}","{e1}
Bu, ||| ||| {e2}","{E1}
یہ آسان خیال ہے کہ ||| {e2}","{e1}
Điều này sôi sục với ý tưởng đơn giản rằng ||| {e2}","{e1}
这归结为“|||”归结为简单的想法{E2}"
xsum - None - DOC_given_above_write_one_sentence,"{e1}

===

Given the above document, write one sentence to summarize: ||| {e2}","{e1}

===.

بالنظر إلى الوثيقة أعلاه، اكتب جملة واحدة لتلخيصها: ||| {e2}","{E1}

===.

Като се има предвид горния документ, напишете едно изречение, за да обобщим: ||| {E2}","{E1}

===.

Schreiben Sie mit dem obigen Dokument einen Satz, um zusammenzufassen: ||| {E2}","{e1}

===

Δεδομένου του παραπάνω εγγράφου, γράψτε μια πρόταση για να συνοψίσετε: |||| {e2}","{e1}

===

Dado el documento anterior, escriba una oración para resumir: ||| {E2}","{e1}

====

Compte tenu du document ci-dessus, écrivez une phrase pour résumer: ||| {e2}","{e1}

===

उपरोक्त दस्तावेज़ को देखते हुए, संक्षेप में एक वाक्य लिखें: ||| {e2}","{E1}

===.

Учитывая вышеуказанный документ, напишите одно предложение, чтобы обобщить: ||| {e2}","{e1}

===.

Kutokana na hati iliyo hapo juu, kuandika sentensi moja kwa muhtasari: || {e2}","{e1}

===

ให้เอกสารข้างต้นเขียนหนึ่งประโยคเพื่อสรุป: ||| {e2}","{e1}

===

Yukarıdaki belgeyi göz önüne alındığında, özetlemek için bir cümle yazın: ||| {e2}","{E1}

===.

مندرجہ بالا دستاویز کو دیکھتے ہوئے، خلاصہ کرنے کے لئے ایک جملہ لکھیں: ||| {e2}","{e1}

===.

Đưa ra tài liệu trên, viết một câu để tóm tắt: ||| {e2}","{e1}

===.

鉴于上面的文件，写一个句子总结：|||| {E2}"
xsum - None - DOC_how_would_you_rephrase_few_words,"{e1}
How would you rephrase that in a few words? ||| {e2}","{e1}
كيف تعبر عن ذلك في بضع كلمات؟ ||| {e2}","{E1}
Как бихте преформулили това в няколко думи? ||| {E2}","{E1}
Wie würden Sie das in ein paar Worten neu formulieren? ||| {E2}","{e1}
Πώς θα επαναλάβετε ότι με λίγα λόγια; ||| {e2}","{e1}
¿Cómo lo reformularías en unas pocas palabras? ||| {E2}","{e1}
Comment allez-vous reformuler cela dans quelques mots? ||| {e2}","{e1}
आप इसे कुछ शब्दों में कैसे पुन: प्रयास करेंगे? ||| {e2}","{E1}
Как бы вы перефразировали это в несколько слов? ||| {e2}","{e1}
Je, ungewezaje kurejesha tena kwa maneno machache? |||. {e2}","{e1}
คุณจะ reprase ว่าในไม่กี่คำอย่างไร? ||| {e2}","{e1}
Bunu birkaç kelimeyle nasıl tepki verirsin? ||| {e2}","{E1}
آپ کو کچھ الفاظ میں کس طرح ریفریج کیا جائے گا؟ |||| {e2}","{e1}
Làm thế nào bạn sẽ viết lại rằng trong một vài từ? || {e2}","{e1}
你会如何用几句话重新弄错？ |||| {E2}"
xsum - None - DOC_tldr,"{e1}

TL;DR: ||| {e2}","{e1}

TL؛ DR: ||| {e2}","{E1}

Tl; д-р: ||| {E2}","{E1}

TL; DR: ||| {E2}","{e1}

TL; DR: ||| {e2}","{e1}

Tl; DR: ||| {E2}","{e1}

TL; DR: ||| {e2}","{e1}

Tl; डॉ: ||| {e2}","{E1}

TL; DR: ||| {e2}","{e1}

TL; DR: || | {e2}","{e1}

TL; DR: ||| {e2}","{e1}

TL; DR: ||| {e2}","{E1}

TL؛ ڈاکٹر: ||| {e2}","{e1}

Tl; dr: ||| {e2}","{e1}

TL; DR：||| {E2}"
xsum - None - DOC_write_summary_of_above,"{e1}

===

Write a summary of the text above : ||| {e2}","{e1}

===.

اكتب ملخصا للنص أعلاه: ||| {e2}","{E1}

===.

Напишете резюме на текста по-горе: ||| {E2}","{E1}

===.

Schreiben Sie eine Zusammenfassung des Textes oben: ||| {E2}","{e1}

===

Γράψτε μια σύνοψη του παραπάνω κειμένου: ||| {e2}","{e1}

===

Escribe un resumen del texto de arriba: ||| {E2}","{e1}

====

Écrivez un résumé du texte ci-dessus: ||| {e2}","{e1}

===

उपरोक्त पाठ का सारांश लिखें: ||| {e2}","{E1}

===.

Напишите сводку текста выше: ||| {e2}","{e1}

===.

Andika muhtasari wa maandiko hapo juu: || {e2}","{e1}

===

เขียนบทสรุปของข้อความด้านบน: ||| {e2}","{e1}

===

Yukarıdaki metnin bir özetini yazın: ||| {e2}","{E1}

===.

اوپر متن کا خلاصہ لکھیں: ||| {e2}","{e1}

===.

Viết một bản tóm tắt về văn bản trên: ||| {e2}","{e1}

===.

写下上面的文本摘要：||| {E2}"
xsum - None - article_DOC_summary,"Article: {e1}

Summary: ||| {e2}","المادة: {e1}

ملخص: ||| {e2}","Статия: {E1}

Резюме: ||| {E2}","Artikel: {E1}

Zusammenfassung: ||| {E2}","Άρθρο: {E1}

Περίληψη: ||| {e2}","Artículo: {E1}

Resumen: ||| {E2}","Article: {E1}

Résumé: ||| {e2}","अनुच्छेद: {e1}

सारांश: ||| {e2}","Статья: {E1}

Резюме: ||| {e2}","Kifungu: {e1}

SUMMARY: || {e2}","บทความ: {e1}

สรุป: ||| {e2}","Makale: {e1}

Özet: ||| {e2}","آرٹیکل: {E1}

خلاصہ: ||| {e2}","Bài viết: {E1}

Tóm tắt: |||. {e2}","文章：{E1}

摘要：||| {E2}"
xsum - None - college_roommate_asked_DOC_so_I_recap,"My college roommate asked me what this article means:

{e1}

So I recapped it in layman's terms: ||| {e2}","سألني زميلتي الكلية لي معنى هذا المقال:

{e1}

لذلك تلقيتها في شروط العادي: ||| {e2}","Моят съквартирант на колежа ме попита какво означава тази статия:

{E1}

Така че аз го възнамерях в термините на Лайман: ||| {E2}","Mein College-Mitbewohner fragte mich, was dieser Artikel bedeutet:

{E1}

Also habe ich es in Layman's Begriffe eingestuft: ||| {E2}","Το College Copymate μου ρώτησε τι σημαίνει αυτό το άρθρο:

{e1}

Έτσι, το απέκτησα στους Όρους Layman: ||| {e2}","Mi compañero de cuarto de la universidad me preguntó qué significa este artículo:

{e1}

Así que lo devolví en los términos de Layman: ||| {E2}","Mon collégial m'a demandé ce que cet article signifie:

{e1}

Donc, je l'ai saisi dans les termes de layman: ||| {e2}","मेरे कॉलेज रूममेट ने मुझसे पूछा कि इस लेख का क्या अर्थ है:

{e1}

इसलिए मैंने इसे आम आदमी की शर्तों में याद किया: ||| {e2}","Мой сосед по комнате колледжа спросил меня, что означает эта статья:

{E1}

Поэтому я отремонтировал его в Условиях Лэймана: ||| {e2}","Msichana wangu wa chuo aliniuliza nini makala hii inamaanisha:

{e1}

Kwa hiyo nilirudia kwa maneno ya layman: || {e2}","เพื่อนร่วมห้องวิทยาลัยของฉันถามฉันว่าบทความนี้หมายถึงอะไร:

{e1}

ดังนั้นฉันจึงรวบรวมมันในแง่ของคนธรรมดา: ||| {e2}","Üniversite oda arkadaşım bana bu makalenin ne anlama geldiğini sordu:

{e1}

Bu yüzden Layman'ın şartlarında tekrarladım: ||| {e2}","میرا کالج روممیٹ نے مجھ سے پوچھا کہ یہ مضمون کیا مطلب ہے:

{E1}

لہذا میں نے اسے لیمن کی شرائط میں دوبارہ کھول دیا: ||| {e2}","Bạn cùng phòng đại học của tôi hỏi tôi có nghĩa là gì:

{e1}

Vì vậy, tôi đã cất nó trong Điều khoản của Layman: ||| {e2}","我的大学室友问我这篇文章的意思是：

{e1}

所以我以行政区的条款重新签名：||| {E2}"
xsum - None - read_below_DOC_write_abstract,"First, please read the article below.

{e1}

Now, can you write me an extremely short abstract for it?  ||| {e2}","أولا، يرجى قراءة المقال أدناه.

{e1}

الآن، هل يمكنك أن تكتب لي مجردة قصيرة للغاية لذلك؟ ||| {e2}","Първо, моля, прочетете статията по-долу.

{E1}

Сега, можете ли да ми пишете изключително кратка резюме за това? ||| {E2}","Bitte lesen Sie den Artikel unten den Artikel.

{E1}

Kannst du mir jetzt eine extrem kurze Zusammenfassung dafür schreiben? ||| {E2}","Πρώτον, διαβάστε το παρακάτω άρθρο.

{e1}

Τώρα, μπορείτε να μου γράψετε μια εξαιρετικά σύντομη περίληψη γι 'αυτό; ||| {e2}","Primero, por favor lea el artículo a continuación.

{e1}

Ahora, ¿puedes escribirme un resumen extremadamente corto para ello? ||| {E2}","Tout d'abord, veuillez lire l'article ci-dessous.

{e1}

Maintenant, pouvez-vous m'écrire un résumé extrêmement court pour cela? ||| {e2}","सबसे पहले, कृपया नीचे दिए गए लेख को पढ़ें।

{e1}

अब, क्या आप मुझे इसके लिए एक बेहद छोटा सार लिख सकते हैं? ||| {e2}","Во-первых, пожалуйста, прочитайте статью ниже.

{E1}

Теперь, вы можете написать мне чрезвычайно короткий абстрактный для этого? ||| {e2}","Kwanza, tafadhali soma makala hapa chini.

{e1}

Sasa, unaweza kuandika mimi kwa muda mfupi sana kwa ajili yake? |||. {e2}","ก่อนอื่นโปรดอ่านบทความด้านล่าง

{e1}

ตอนนี้คุณสามารถเขียนบทคัดย่อสั้น ๆ สำหรับมันได้ไหม? ||| {e2}","İlk olarak, lütfen aşağıdaki makaleyi okuyun.

{e1}

Şimdi, bana bunun için son derece kısa bir soyut yazabilir misin? ||| {e2}","سب سے پہلے، ذیل میں مضمون پڑھیں.

{E1}

اب، کیا آپ مجھے اس کے لئے ایک انتہائی مختصر خلاصہ لکھ سکتے ہیں؟ |||| {e2}","Đầu tiên, xin vui lòng đọc bài viết dưới đây.

{e1}

Bây giờ, bạn có thể viết cho tôi một bản tóm tắt cực kỳ ngắn cho nó? || {e2}","首先，请阅读下面的文章。

{e1}

现在，你能给我写一个非常简短的抽象吗？ |||| {E2}"
xsum - None - summarize_DOC,"Summarize: {e1}|||
{e2}","تلخيص: {e1} |||
{e2}","Обобщение: {e1} |||
{E2}","Fassen Sie zusammen: {E1} |||
{E2}","Συνοψίστε: {E1} |||
{e2}","Resumir: {E1} |||
{E2}","Résumée: {E1} |||
{e2}","संक्षेप: {e1} |||
{e2}","Суммировать: {E1} |||
{e2}","Summarize: {e1} |||.
{e2}","สรุป: {e1} |||
{e2}","Özetlemek: {e1} |||
{e2}","خلاصہ: {E1} |||
{e2}","Tóm tắt: {E1} |||
{e2}","总结：{e1} |||
{E2}"
xsum - None - summarize_this_DOC_summary,"Summarize this document: {e1}
Summary: ||| {e2}","تلخيص هذا المستند: {e1}
ملخص: ||| {e2}","Обобщете този документ: {E1}
Резюме: ||| {E2}","Fassen Sie dieses Dokument zusammen: {E1}
Zusammenfassung: ||| {E2}","Συνοψίστε αυτό το έγγραφο: {E1}
Περίληψη: ||| {e2}","Resuma este documento: {E1}
Resumen: ||| {E2}","Résumez ce document: {E1}
Résumé: ||| {e2}","इस दस्तावेज़ को सारांशित करें: {e1}
सारांश: ||| {e2}","Суммируйте этот документ: {E1}
Резюме: ||| {e2}","Soma hati hii: {e1}
SUMMARY: || {e2}","สรุปเอกสารนี้: {e1}
สรุป: ||| {e2}","Bu belgeyi özetleyin: {e1}
Özet: ||| {e2}","اس دستاویز کو خلاصہ کریں: {E1}
خلاصہ: ||| {e2}","Tóm tắt tài liệu này: {E1}
Tóm tắt: |||. {e2}","总结本文件：{E1}
摘要：||| {E2}"
ag_news - None - classify,"{e1} 
What label best describes this news article? ||| 
{e2}","{e1}
ما تسمية أفضل تصف هذه المادة الخبر هذه؟ |||
{e2}","{E1}
Какъв етикет най-добре описва тази новина? |||
{E2}","{E1}
Welches Label beschreibt den besten Artikel am besten? |||
{E2}","{e1}
Ποια ετικέτα περιγράφει καλύτερα αυτό το άρθρο ειδήσεων; |||
{e2}","{e1}
¿Qué etiqueta describe mejor este artículo de noticias? |||
{E2}","{e1}
Quelle étiquette décrit le mieux cet article de presse? |||
{e2}","{e1}
क्या लेबल इस समाचार लेख का सबसे अच्छा वर्णन करता है? |||
{e2}","{E1}
Какая этикетка лучше всего описывает эту новостную статью? |||
{e2}","{e1}
Lebo gani inayoelezea vizuri makala hii ya habari? |||.
{e2}","{e1}
ป้ายชื่ออะไรที่อธิบายบทความข่าวนี้ได้ดีที่สุด? |||
{e2}","{e1}
Bu haber makalesini en iyi hangi etiketi açıklar? |||
{e2}","{E1}
کیا لیبل اس خبر کے مضمون کو بہترین بیان کرتا ہے؟ ||||
{e2}","{e1}
Nhãn nào mô tả đúng nhất bài báo này? ||
{e2}","{e1}
什么标签最能描述本新闻文章？ ||||
{E2}"
